SKU,customer_ID,payment_ID,shipping_ID,invoice_ID,quantity_purchased,unit_price_USD,purchase_date
ACC_007,1555,PAY003,DEL_600,INV_ELCT,68,16,2022-08-06
FTW_004,1419,PAY003,DEL_300,INV_ELCT,21,34,2023-10-02
ACC_008,1519,PAY003,DEL_100,INV_PAPR,79,23,2021-06-05
FTW_001,1566,PAY004,DEL_500,INV_PAPR,83,35,2023-05-23
ACC_001,1106,PAY006,DEL_100,INV_ELCT,36,20,2021-02-10
CLT_001,1106,PAY006,DEL_100,INV_ELCT,94,20,2023-10-05
OTW_001,1052,PAY004,DEL_600,INV_ELCT,33,52,2023-12-20
ACC_004,1339,PAY002,DEL_400,INV_ELCT,46,20,2021-04-10
ACC_002,1541,PAY002,DEL_200,INV_PAPR,70,6,2021-04-04
ACC_002,1243,PAY004,DEL_200,INV_ELCT,29,6,2022-06-05
CLT_002,1400,PAY001,DEL_200,INV_ELCT,48,25,2021-03-16
CLT_002,1582,PAY001,DEL_600,INV_ELCT,26,25,2021-07-03
CLT_005,1306,PAY001,DEL_300,INV_PAPR,85,45,2022-10-01
ACC_003,1226,PAY002,DEL_200,INV_ELCT,58,8,2022-09-15
ACC_007,1047,PAY003,DEL_300,INV_PAPR,85,16,2021-05-30
ACC_005,1392,PAY006,DEL_300,INV_PAPR,43,26,2023-04-27
CLT_002,1285,PAY004,DEL_400,INV_PAPR,53,25,2023-11-04
CLT_008,1352,PAY006,DEL_300,INV_ELCT,91,12,2022-06-10
OTW_002,1596,PAY001,DEL_100,INV_PAPR,96,48,2023-01-28
FTW_002,1156,PAY003,DEL_600,INV_ELCT,72,27,2023-05-26
FTW_003,1593,PAY003,DEL_200,INV_ELCT,96,31,2021-05-25
CLT_005,1393,PAY003,DEL_100,INV_ELCT,28,45,2023-07-02
CLT_002,1097,PAY001,DEL_500,INV_PAPR,40,25,2021-11-10
OTW_001,1188,PAY001,DEL_500,INV_ELCT,32,52,2023-04-11
ACC_008,1357,PAY004,DEL_400,INV_PAPR,95,23,2023-05-03
CLT_003,1233,PAY002,DEL_100,INV_ELCT,41,30,2022-12-05
FTW_003,1087,PAY004,DEL_100,INV_ELCT,53,31,2023-04-03
CLT_011,1268,PAY003,DEL_300,INV_ELCT,47,20,2022-03-25
OTW_002,1612,PAY002,DEL_400,INV_PAPR,83,48,2023-05-03
ACC_005,1243,PAY003,DEL_200,INV_ELCT,48,26,2021-12-08
ACC_007,1012,PAY003,DEL_500,INV_ELCT,99,16,2021-12-06
OTW_002,1301,PAY006,DEL_100,INV_ELCT,87,48,2023-12-19
CLT_010,1202,PAY003,DEL_500,INV_PAPR,62,26,2022-08-28
CLT_008,1087,PAY003,DEL_300,INV_ELCT,76,12,2021-12-19
FTW_004,1409,PAY005,DEL_300,INV_PAPR,100,34,2023-09-13
ACC_003,1551,PAY006,DEL_200,INV_PAPR,73,8,2023-08-20
FTW_003,1296,PAY002,DEL_600,INV_PAPR,92,31,2023-08-14
CLT_004,1136,PAY001,DEL_400,INV_PAPR,67,50,2021-03-04
CLT_003,1587,PAY004,DEL_200,INV_PAPR,40,30,2021-01-11
ACC_008,1290,PAY002,DEL_200,INV_PAPR,98,23,2021-03-21
OTW_001,1630,PAY003,DEL_200,INV_ELCT,85,52,2022-09-23
CLT_009,1555,PAY003,DEL_400,INV_PAPR,67,4,2023-07-29
FTW_001,1628,PAY006,DEL_400,INV_ELCT,89,35,2023-10-19
ACC_008,1247,PAY005,DEL_100,INV_ELCT,24,23,2021-07-25
ACC_001,1241,PAY001,DEL_400,INV_ELCT,96,20,2021-07-31
OTW_002,1284,PAY003,DEL_500,INV_PAPR,35,48,2021-09-23
FTW_004,1342,PAY005,DEL_400,INV_PAPR,67,34,2021-08-06
CLT_009,1505,PAY001,DEL_400,INV_ELCT,79,4,2023-01-24
CLT_011,1108,PAY001,DEL_400,INV_ELCT,85,20,2023-02-21
ACC_001,1566,PAY006,DEL_500,INV_ELCT,26,20,2021-11-12
ACC_002,1109,PAY003,DEL_300,INV_PAPR,75,6,2021-04-23
ACC_003,1280,PAY005,DEL_300,INV_PAPR,65,8,2023-06-06
ACC_005,1654,PAY005,DEL_400,INV_ELCT,54,26,2021-07-27
OTW_001,1255,PAY002,DEL_600,INV_ELCT,95,52,2023-03-21
CLT_008,1567,PAY004,DEL_500,INV_PAPR,94,12,2022-05-22
FTW_003,1579,PAY006,DEL_300,INV_ELCT,86,31,2023-07-27
FTW_002,1651,PAY002,DEL_200,INV_PAPR,32,27,2022-09-14
CLT_010,1485,PAY002,DEL_100,INV_ELCT,45,26,2023-08-30
OTW_001,1627,PAY002,DEL_200,INV_ELCT,76,52,2021-05-06
ACC_005,1231,PAY001,DEL_200,INV_PAPR,84,26,2023-12-04
CLT_007,1291,PAY002,DEL_500,INV_PAPR,72,15,2023-08-24
ACC_001,1229,PAY002,DEL_100,INV_PAPR,40,20,2022-05-12
CLT_010,1449,PAY002,DEL_300,INV_ELCT,89,26,2021-07-14
CLT_010,1280,PAY005,DEL_400,INV_PAPR,86,26,2023-03-24
CLT_007,1544,PAY006,DEL_400,INV_ELCT,54,15,2021-12-10
CLT_007,1218,PAY002,DEL_600,INV_ELCT,36,15,2023-09-08
CLT_010,1180,PAY003,DEL_400,INV_PAPR,89,26,2023-04-25
ACC_007,1599,PAY003,DEL_500,INV_PAPR,32,16,2023-12-19
CLT_002,1292,PAY005,DEL_100,INV_PAPR,67,25,2022-12-17
ACC_007,1297,PAY005,DEL_400,INV_PAPR,39,16,2023-10-04
CLT_008,1352,PAY003,DEL_500,INV_ELCT,29,12,2022-08-07
ACC_001,1053,PAY005,DEL_100,INV_PAPR,58,20,2023-05-20
CLT_010,1535,PAY006,DEL_400,INV_PAPR,65,26,2022-09-03
ACC_005,1457,PAY002,DEL_600,INV_ELCT,94,26,2021-07-05
FTW_002,1598,PAY005,DEL_200,INV_ELCT,81,27,2023-10-10
CLT_001,1499,PAY004,DEL_300,INV_PAPR,86,20,2023-12-18
FTW_004,1220,PAY005,DEL_300,INV_PAPR,43,34,2022-08-09
CLT_008,1156,PAY001,DEL_600,INV_PAPR,29,12,2023-03-30
OTW_001,1599,PAY006,DEL_600,INV_PAPR,95,52,2021-05-03
CLT_006,1035,PAY003,DEL_100,INV_PAPR,28,15,2023-12-01
ACC_003,1383,PAY005,DEL_300,INV_PAPR,46,8,2021-07-17
OTW_002,1317,PAY003,DEL_300,INV_ELCT,58,48,2023-01-01
OTW_001,1623,PAY005,DEL_600,INV_ELCT,48,52,2021-10-07
FTW_003,1192,PAY002,DEL_200,INV_ELCT,43,31,2023-03-03
ACC_006,1062,PAY004,DEL_500,INV_ELCT,95,25,2022-09-26
CLT_008,1431,PAY006,DEL_500,INV_ELCT,30,12,2023-01-28
FTW_003,1367,PAY001,DEL_100,INV_PAPR,64,31,2022-11-26
ACC_003,1439,PAY004,DEL_600,INV_PAPR,90,8,2023-01-11
CLT_005,1269,PAY005,DEL_300,INV_ELCT,76,45,2021-10-09
FTW_001,1546,PAY004,DEL_500,INV_ELCT,96,35,2023-03-20
ACC_008,1164,PAY006,DEL_400,INV_PAPR,47,23,2023-07-06
CLT_006,1259,PAY006,DEL_200,INV_PAPR,85,15,2023-11-02
CLT_003,1437,PAY004,DEL_500,INV_ELCT,55,30,2021-01-16
CLT_002,1420,PAY006,DEL_400,INV_PAPR,98,25,2021-04-03
CLT_009,1132,PAY001,DEL_300,INV_PAPR,77,4,2022-02-15
CLT_007,1461,PAY004,DEL_500,INV_PAPR,26,15,2022-03-24
ACC_005,1034,PAY001,DEL_400,INV_PAPR,68,26,2022-12-09
CLT_006,1619,PAY001,DEL_500,INV_ELCT,73,15,2023-08-28
ACC_003,1202,PAY001,DEL_600,INV_PAPR,27,8,2023-03-27
ACC_003,1555,PAY006,DEL_300,INV_PAPR,23,8,2021-09-14
ACC_001,1639,PAY006,DEL_200,INV_ELCT,49,20,2021-09-20
ACC_008,1370,PAY005,DEL_600,INV_ELCT,74,23,2022-04-29
CLT_008,1131,PAY004,DEL_500,INV_PAPR,67,12,2021-06-25
ACC_004,1251,PAY003,DEL_300,INV_PAPR,65,20,2021-10-15
ACC_004,1580,PAY002,DEL_600,INV_ELCT,60,20,2021-10-07
FTW_004,1559,PAY002,DEL_600,INV_PAPR,31,34,2023-04-29
ACC_003,1088,PAY003,DEL_200,INV_PAPR,27,8,2022-08-31
FTW_003,1284,PAY002,DEL_200,INV_ELCT,80,31,2023-12-28
OTW_002,1234,PAY005,DEL_500,INV_ELCT,30,48,2022-12-26
CLT_006,1152,PAY006,DEL_600,INV_ELCT,25,15,2021-04-04
CLT_007,1577,PAY003,DEL_600,INV_ELCT,35,15,2021-02-18
ACC_006,1127,PAY003,DEL_400,INV_ELCT,67,25,2021-06-15
ACC_005,1065,PAY002,DEL_500,INV_PAPR,46,26,2022-10-18
FTW_003,1047,PAY006,DEL_200,INV_ELCT,35,31,2021-06-22
OTW_001,1020,PAY001,DEL_400,INV_ELCT,86,52,2023-01-24
ACC_001,1047,PAY003,DEL_400,INV_PAPR,81,20,2023-06-08
CLT_003,1216,PAY001,DEL_400,INV_ELCT,42,30,2022-06-25
CLT_008,1134,PAY005,DEL_100,INV_PAPR,43,12,2021-03-11
FTW_001,1344,PAY001,DEL_600,INV_PAPR,31,35,2023-04-19
FTW_002,1605,PAY004,DEL_600,INV_ELCT,81,27,2022-05-14
CLT_005,1059,PAY001,DEL_400,INV_ELCT,61,45,2023-06-29
ACC_003,1089,PAY004,DEL_600,INV_PAPR,96,8,2022-06-16
CLT_008,1259,PAY003,DEL_100,INV_PAPR,29,12,2021-01-21
FTW_004,1287,PAY002,DEL_200,INV_PAPR,33,34,2022-09-13
CLT_011,1585,PAY001,DEL_600,INV_PAPR,32,20,2022-06-04
ACC_001,1381,PAY004,DEL_500,INV_PAPR,56,20,2022-12-31
FTW_003,1220,PAY001,DEL_600,INV_PAPR,94,31,2023-12-25
CLT_003,1381,PAY001,DEL_200,INV_PAPR,53,30,2022-06-14
CLT_001,1185,PAY003,DEL_400,INV_PAPR,82,20,2023-10-15
OTW_001,1132,PAY006,DEL_300,INV_PAPR,70,52,2022-10-12
ACC_005,1599,PAY002,DEL_300,INV_PAPR,76,26,2023-10-28
FTW_003,1598,PAY005,DEL_200,INV_ELCT,29,31,2022-11-24
ACC_002,1522,PAY006,DEL_500,INV_ELCT,100,6,2022-07-08
ACC_001,1377,PAY004,DEL_200,INV_ELCT,94,20,2022-12-28
OTW_002,1520,PAY003,DEL_300,INV_PAPR,25,48,2023-10-05
FTW_001,1098,PAY003,DEL_400,INV_ELCT,88,35,2021-04-08
ACC_007,1016,PAY003,DEL_100,INV_PAPR,78,16,2023-01-14
ACC_006,1165,PAY003,DEL_500,INV_PAPR,45,25,2023-10-15
ACC_005,1532,PAY002,DEL_200,INV_PAPR,73,26,2023-03-28
CLT_002,1580,PAY006,DEL_400,INV_PAPR,61,25,2023-10-06
CLT_001,1324,PAY001,DEL_300,INV_ELCT,22,20,2021-10-01
ACC_005,1320,PAY006,DEL_200,INV_ELCT,38,26,2021-05-16
ACC_007,1147,PAY001,DEL_400,INV_ELCT,38,16,2021-04-26
FTW_004,1164,PAY002,DEL_600,INV_PAPR,100,34,2023-11-30
CLT_006,1213,PAY005,DEL_500,INV_PAPR,64,15,2022-03-23
CLT_011,1367,PAY006,DEL_300,INV_ELCT,55,20,2023-01-08
ACC_003,1654,PAY001,DEL_200,INV_ELCT,91,8,2023-06-27
CLT_008,1447,PAY003,DEL_600,INV_ELCT,38,12,2023-10-30
FTW_002,1456,PAY002,DEL_600,INV_PAPR,97,27,2021-02-28
OTW_002,1611,PAY005,DEL_100,INV_ELCT,22,48,2022-10-16
CLT_008,1381,PAY004,DEL_100,INV_PAPR,92,12,2022-04-14
ACC_004,1136,PAY004,DEL_200,INV_ELCT,84,20,2021-04-19
ACC_004,1335,PAY004,DEL_600,INV_PAPR,93,20,2021-10-06
OTW_002,1277,PAY002,DEL_400,INV_PAPR,50,48,2021-03-27
ACC_007,1162,PAY005,DEL_100,INV_PAPR,64,16,2023-07-14
CLT_007,1439,PAY006,DEL_300,INV_ELCT,61,15,2022-07-14
ACC_008,1464,PAY001,DEL_400,INV_ELCT,48,23,2023-10-31
CLT_011,1249,PAY003,DEL_600,INV_PAPR,45,20,2021-12-24
ACC_002,1412,PAY002,DEL_300,INV_ELCT,88,6,2021-12-19
FTW_004,1091,PAY004,DEL_200,INV_ELCT,57,34,2021-07-20
ACC_005,1088,PAY001,DEL_600,INV_ELCT,68,26,2021-07-16
ACC_003,1255,PAY005,DEL_100,INV_ELCT,94,8,2023-03-17
CLT_005,1541,PAY005,DEL_300,INV_ELCT,41,45,2022-01-01
CLT_009,1195,PAY002,DEL_300,INV_PAPR,83,4,2023-05-23
OTW_002,1020,PAY001,DEL_400,INV_PAPR,22,48,2023-08-01
FTW_003,1276,PAY005,DEL_300,INV_PAPR,74,31,2023-09-20
CLT_004,1084,PAY006,DEL_500,INV_PAPR,90,50,2022-03-18
CLT_009,1642,PAY003,DEL_600,INV_PAPR,79,4,2023-05-26
FTW_002,1440,PAY005,DEL_400,INV_ELCT,28,27,2021-07-08
ACC_007,1278,PAY003,DEL_500,INV_PAPR,88,16,2023-10-30
CLT_001,1082,PAY004,DEL_100,INV_ELCT,26,20,2021-12-21
ACC_006,1096,PAY001,DEL_200,INV_ELCT,27,25,2023-02-15
CLT_010,1584,PAY001,DEL_400,INV_PAPR,83,26,2022-09-20
ACC_003,1185,PAY003,DEL_400,INV_PAPR,39,8,2021-06-20
ACC_008,1460,PAY004,DEL_300,INV_PAPR,89,23,2023-11-20
OTW_001,1392,PAY005,DEL_400,INV_PAPR,68,52,2023-03-11
CLT_002,1560,PAY004,DEL_600,INV_PAPR,90,25,2022-02-18
CLT_008,1502,PAY002,DEL_300,INV_ELCT,34,12,2023-10-30
CLT_005,1180,PAY003,DEL_200,INV_PAPR,51,45,2022-09-05
CLT_010,1154,PAY001,DEL_300,INV_ELCT,45,26,2022-03-03
CLT_003,1403,PAY006,DEL_300,INV_PAPR,88,30,2023-01-29
OTW_001,1334,PAY004,DEL_600,INV_PAPR,85,52,2022-06-23
ACC_006,1266,PAY004,DEL_100,INV_ELCT,100,25,2023-11-11
ACC_002,1293,PAY005,DEL_100,INV_PAPR,42,6,2023-11-06
FTW_002,1447,PAY006,DEL_400,INV_ELCT,53,27,2023-03-05
ACC_008,1281,PAY006,DEL_200,INV_PAPR,86,23,2023-08-04
CLT_010,1496,PAY004,DEL_500,INV_PAPR,66,26,2021-10-15
ACC_002,1097,PAY005,DEL_200,INV_ELCT,100,6,2023-04-05
ACC_004,1078,PAY003,DEL_500,INV_ELCT,47,20,2022-01-16
CLT_008,1556,PAY001,DEL_200,INV_PAPR,25,12,2021-01-16
ACC_004,1189,PAY005,DEL_500,INV_ELCT,51,20,2023-05-08
CLT_007,1236,PAY006,DEL_300,INV_ELCT,41,15,2023-01-13
FTW_001,1290,PAY001,DEL_100,INV_ELCT,73,35,2022-04-22
ACC_008,1385,PAY005,DEL_600,INV_PAPR,42,23,2022-03-06
ACC_007,1325,PAY004,DEL_300,INV_PAPR,20,16,2023-04-17
ACC_006,1491,PAY003,DEL_200,INV_PAPR,30,25,2023-04-17
ACC_004,1565,PAY003,DEL_200,INV_ELCT,53,20,2021-03-17
ACC_003,1483,PAY002,DEL_200,INV_PAPR,74,8,2021-03-11
CLT_004,1259,PAY004,DEL_500,INV_PAPR,57,50,2022-06-29
ACC_005,1286,PAY003,DEL_100,INV_PAPR,57,26,2023-01-03
CLT_004,1201,PAY003,DEL_500,INV_ELCT,77,50,2023-01-09
CLT_005,1193,PAY004,DEL_400,INV_ELCT,40,45,2023-05-26
CLT_007,1001,PAY006,DEL_600,INV_ELCT,46,15,2022-07-12
CLT_005,1341,PAY002,DEL_600,INV_PAPR,78,45,2023-05-05
ACC_001,1006,PAY001,DEL_100,INV_PAPR,59,20,2023-11-14
ACC_006,1625,PAY003,DEL_200,INV_ELCT,75,25,2021-03-13
CLT_010,1007,PAY006,DEL_100,INV_PAPR,54,26,2021-12-04
FTW_003,1109,PAY002,DEL_600,INV_ELCT,42,31,2021-10-02
CLT_001,1197,PAY002,DEL_400,INV_ELCT,44,20,2022-08-26
CLT_004,1185,PAY001,DEL_300,INV_ELCT,52,50,2022-03-22
ACC_008,1293,PAY003,DEL_200,INV_ELCT,69,23,2023-10-30
ACC_006,1548,PAY004,DEL_100,INV_ELCT,26,25,2023-03-22
OTW_001,1494,PAY004,DEL_200,INV_PAPR,33,52,2021-11-16
ACC_006,1191,PAY002,DEL_200,INV_PAPR,32,25,2023-03-17
ACC_001,1076,PAY003,DEL_200,INV_ELCT,85,20,2022-10-08
CLT_008,1140,PAY001,DEL_200,INV_ELCT,30,12,2022-04-24
CLT_006,1484,PAY001,DEL_600,INV_PAPR,29,15,2021-09-22
CLT_010,1521,PAY004,DEL_200,INV_PAPR,95,26,2022-04-02
FTW_004,1535,PAY001,DEL_500,INV_PAPR,69,34,2021-10-29
FTW_002,1428,PAY002,DEL_100,INV_PAPR,69,27,2021-05-17
ACC_002,1613,PAY004,DEL_500,INV_PAPR,61,6,2021-08-13
CLT_008,1241,PAY002,DEL_100,INV_ELCT,94,12,2023-07-28
CLT_010,1218,PAY006,DEL_400,INV_ELCT,30,26,2022-03-01
CLT_008,1324,PAY005,DEL_500,INV_PAPR,45,12,2022-04-18
ACC_004,1276,PAY004,DEL_200,INV_ELCT,39,20,2022-12-27
ACC_006,1450,PAY004,DEL_600,INV_ELCT,51,25,2022-11-13
ACC_007,1343,PAY006,DEL_100,INV_ELCT,37,16,2023-06-17
CLT_011,1308,PAY006,DEL_100,INV_ELCT,62,20,2023-08-18
OTW_001,1298,PAY003,DEL_100,INV_PAPR,85,52,2022-07-13
CLT_011,1584,PAY005,DEL_500,INV_ELCT,33,20,2023-03-03
CLT_002,1557,PAY001,DEL_400,INV_ELCT,26,25,2021-10-22
FTW_003,1322,PAY002,DEL_300,INV_ELCT,99,31,2021-02-18
ACC_004,1120,PAY005,DEL_200,INV_ELCT,39,20,2021-12-28
CLT_008,1179,PAY003,DEL_600,INV_ELCT,20,12,2023-01-01
ACC_008,1058,PAY003,DEL_600,INV_ELCT,42,23,2022-06-16
FTW_002,1345,PAY003,DEL_100,INV_PAPR,74,27,2022-05-01
FTW_003,1101,PAY003,DEL_500,INV_ELCT,26,31,2023-06-22
CLT_011,1649,PAY006,DEL_500,INV_PAPR,53,20,2023-06-21
FTW_004,1056,PAY005,DEL_400,INV_ELCT,80,34,2021-04-18
ACC_005,1614,PAY005,DEL_600,INV_PAPR,98,26,2023-12-14
CLT_008,1380,PAY003,DEL_500,INV_PAPR,95,12,2021-04-17
CLT_010,1406,PAY001,DEL_200,INV_PAPR,44,26,2021-07-16
FTW_002,1519,PAY006,DEL_400,INV_ELCT,60,27,2021-12-31
CLT_002,1380,PAY003,DEL_400,INV_ELCT,84,25,2023-11-08
CLT_010,1055,PAY005,DEL_100,INV_PAPR,59,26,2021-10-05
OTW_002,1316,PAY002,DEL_200,INV_ELCT,49,48,2022-03-05
ACC_003,1064,PAY003,DEL_300,INV_PAPR,32,8,2021-06-08
ACC_004,1190,PAY006,DEL_500,INV_PAPR,29,20,2023-07-01
CLT_002,1517,PAY002,DEL_500,INV_ELCT,22,25,2021-04-25
CLT_005,1177,PAY002,DEL_500,INV_PAPR,85,45,2023-05-08
CLT_004,1252,PAY001,DEL_600,INV_PAPR,52,50,2023-01-09
CLT_005,1494,PAY005,DEL_400,INV_ELCT,89,45,2021-04-18
CLT_002,1247,PAY003,DEL_200,INV_ELCT,77,25,2022-02-22
CLT_005,1085,PAY004,DEL_600,INV_PAPR,24,45,2023-01-26
ACC_006,1645,PAY004,DEL_200,INV_PAPR,24,25,2022-05-10
ACC_004,1449,PAY006,DEL_300,INV_PAPR,22,20,2022-07-07
CLT_010,1043,PAY002,DEL_500,INV_ELCT,82,26,2023-05-05
ACC_001,1426,PAY002,DEL_500,INV_PAPR,67,20,2023-06-10
CLT_007,1205,PAY002,DEL_500,INV_ELCT,74,15,2022-05-17
ACC_006,1181,PAY004,DEL_500,INV_ELCT,72,25,2022-04-19
FTW_004,1106,PAY004,DEL_300,INV_ELCT,36,34,2022-09-21
ACC_002,1178,PAY003,DEL_500,INV_PAPR,95,6,2021-07-05
CLT_003,1507,PAY005,DEL_400,INV_PAPR,78,30,2022-03-27
CLT_006,1128,PAY006,DEL_500,INV_PAPR,82,15,2021-03-05
CLT_005,1191,PAY004,DEL_300,INV_ELCT,70,45,2023-12-20
ACC_007,1369,PAY001,DEL_600,INV_ELCT,41,16,2021-09-25
OTW_001,1651,PAY005,DEL_300,INV_PAPR,42,52,2021-04-15
OTW_001,1080,PAY003,DEL_300,INV_PAPR,50,52,2023-10-20
CLT_009,1131,PAY001,DEL_100,INV_ELCT,31,4,2022-11-03
CLT_010,1260,PAY006,DEL_200,INV_PAPR,51,26,2023-06-26
CLT_006,1390,PAY005,DEL_600,INV_ELCT,98,15,2021-07-23
CLT_006,1443,PAY003,DEL_100,INV_ELCT,86,15,2021-01-20
CLT_010,1286,PAY001,DEL_500,INV_ELCT,64,26,2021-12-01
CLT_001,1372,PAY003,DEL_400,INV_ELCT,46,20,2022-11-07
CLT_010,1051,PAY006,DEL_500,INV_PAPR,85,26,2022-09-08
ACC_005,1555,PAY005,DEL_200,INV_ELCT,81,26,2022-08-28
CLT_010,1130,PAY001,DEL_100,INV_PAPR,59,26,2023-06-24
CLT_003,1360,PAY002,DEL_200,INV_PAPR,79,30,2021-11-02
CLT_007,1054,PAY003,DEL_100,INV_ELCT,33,15,2023-12-17
CLT_007,1316,PAY006,DEL_200,INV_ELCT,47,15,2022-11-06
ACC_005,1006,PAY004,DEL_600,INV_PAPR,20,26,2021-08-08
OTW_001,1104,PAY003,DEL_400,INV_PAPR,36,52,2022-07-01
FTW_002,1552,PAY006,DEL_400,INV_PAPR,39,27,2023-07-30
CLT_008,1101,PAY004,DEL_500,INV_ELCT,71,12,2021-02-22
FTW_003,1642,PAY001,DEL_400,INV_ELCT,59,31,2023-05-18
CLT_004,1398,PAY002,DEL_400,INV_PAPR,50,50,2022-11-06
FTW_002,1197,PAY005,DEL_600,INV_PAPR,41,27,2023-07-24
CLT_001,1544,PAY005,DEL_300,INV_ELCT,59,20,2022-04-29
ACC_005,1537,PAY001,DEL_100,INV_ELCT,87,26,2023-10-22
CLT_010,1009,PAY001,DEL_100,INV_PAPR,68,26,2021-06-22
CLT_008,1010,PAY004,DEL_500,INV_ELCT,90,12,2022-09-26
CLT_004,1650,PAY002,DEL_400,INV_PAPR,71,50,2021-01-06
FTW_004,1627,PAY004,DEL_600,INV_ELCT,64,34,2022-01-09
ACC_006,1552,PAY006,DEL_300,INV_ELCT,76,25,2021-08-20
ACC_006,1443,PAY005,DEL_100,INV_PAPR,42,25,2021-08-18
