customer_ID,seller_ID,store_ID,purchase_date,purchased_amount_USD,size,color,season,review_rating,promo_code,promo_code_used
1576,SLR365,STR_Haw,2023-02-23,3960,XL,White,Winter,4.40,WIN_CLT,1
1580,SLR024,STR_Ska,2021-07-10,1056,M,Green,Fall,2.90,FALL_OTW,1
1232,SLR179,STR_Nev,2022-10-31,750,M,Silver,Summer,3.60,SUM_CLT,1
1486,SLR103,STR_Con,2022-07-15,500,M,Red,Spring,3.60,SPR_ACC,1
1307,SLR146,STR_Flo,2021-10-23,840,L,Cyan,Summer,4.10,SUM_CLT,1
1157,SLR272,STR_Ken,2023-05-01,1880,M,Gray,Fall,4.40,FALL_ACC,1
1027,SLR210,STR_Neb,2023-03-04,1200,S,Black,Fall,4.10,FALL_CLT,1
1277,SLR315,STR_Ari,2022-09-07,775,L,Black,Winter,4.70,WIN_ACC,1
1104,SLR401,STR_Rho,2021-04-14,1975,L,Brown,Winter,4.70,WIN_CLT,1
1380,SLR333,STR_Mis,2021-06-25,3216,M,Silver,Summer,4.90,SUM_OTW,1
1319,SLR170,STR_Mex,2021-12-13,1710,L,Green,Summer,3.30,SUM_CLT,1
1474,SLR237,STR_Ari,2022-03-08,1820,L,Violet,Spring,4.60,SPR_CLT,1
1428,SLR156,STR_Flo,2021-10-12,660,M,Cyan,Summer,3.10,SUM_CLT,1
1357,SLR343,STR_Mis,2022-10-11,1380,M,Maroon,Winter,4.60,WIN_CLT,1
1196,SLR380,STR_Yor,2023-11-26,2250,S,Cyan,Summer,2.80,SUM_CLT,1
1023,SLR259,STR_Pen,2022-06-07,925,M,Red,Winter,3.70,WIN_CLT,1
1319,SLR260,STR_Mex,2022-12-31,2700,S,Turquoise,Summer,4.20,SUM_CLT,1
1502,SLR294,STR_Ore,2022-02-24,1520,L,Beige,Winter,4.60,WIN_ACC,1
1635,SLR017,STR_Kan,2022-06-23,624,M,Orange,Spring,4.50,SPR_ACC,1
1493,SLR031,STR_Nev,2021-04-27,5200,M,Beige,Spring,4.10,SPR_OTW,1
1386,SLR377,STR_Okl,2021-07-16,1104,L,Lavender,Fall,3.70,FALL_ACC,1
1243,SLR134,STR_Mis,2023-12-21,1378,S,Silver,Summer,4.60,SUM_ACC,1
1432,SLR073,STR_Ala,2021-06-01,84,XL,Indigo,Fall,2.90,FALL_CLT,1
1463,SLR362,STR_Rho,2021-02-06,645,L,White,Summer,2.90,SUM_CLT,1
1262,SLR154,STR_Lou,2021-08-13,1350,M,Charcoal,Winter,4.50,WIN_ACC,1
1592,SLR309,STR_Sou,2022-12-25,825,M,Orange,Summer,2.70,SUM_CLT,1
1156,SLR297,STR_Lou,2022-06-05,900,S,Indigo,Spring,4.60,SPR_CLT,1
1118,SLR379,STR_Wes,2022-10-20,560,M,Red,Spring,3.70,SPR_CLT,1
1376,SLR155,STR_Sou,2021-04-25,708,XL,Gray,Winter,4.70,WIN_CLT,1
1065,SLR374,STR_Ore,2022-05-31,400,M,Green,Summer,2.60,SUM_CLT,1
1574,SLR380,STR_Yor,2022-08-16,288,S,Peach,Winter,3.90,WIN_CLT,1
1655,SLR327,STR_Ska,2023-12-07,4888,M,Brown,Summer,4.20,SUM_OTW,1
1344,SLR156,STR_Flo,2021-04-09,1344,M,Lavender,Winter,2.10,WIN_OTW,1
1403,SLR035,STR_Jer,2023-05-31,1460,XL,Brown,Summer,4.70,SUM_ACC,1
1172,SLR025,STR_Dak,2022-01-09,3328,M,White,Summer,4.40,SUM_OTW,1
1499,SLR312,STR_Iow,2023-05-22,1620,M,Charcoal,Summer,4.20,SUM_CLT,1
1378,SLR342,STR_Wis,2022-01-18,474,L,Yellow,Spring,4.60,SPR_ACC,1
1278,SLR068,STR_Lin,2023-01-15,962,L,Brown,Summer,3.10,SUM_CLT,1
1555,SLR320,STR_Nev,2022-08-06,1088,M,Orange,Winter,4.70,WIN_ACC,1
1419,SLR271,STR_Min,2023-10-02,714,S,Magenta,Spring,3.80,SPR_FTW,1
1519,SLR227,STR_Ska,2021-06-05,1817,L,Lavender,Winter,2.70,WIN_ACC,1
1566,SLR117,STR_Wes,2023-05-23,2905,S,Green,Fall,4.80,FALL_FTW,1
1106,SLR267,STR_Mic,2021-02-10,720,M,Purple,Spring,4.80,SPR_ACC,1
1106,SLR144,STR_Mon,2023-10-05,1880,S,Magenta,Winter,4.70,WIN_CLT,1
1052,SLR163,STR_Ala,2023-12-20,1716,L,Gray,Winter,4.40,WIN_OTW,1
1339,SLR120,STR_Ten,2021-04-10,920,L,Silver,Summer,3.90,SUM_ACC,1
1541,SLR390,STR_Nev,2021-04-04,420,S,Cyan,Summer,4.40,SUM_ACC,1
1243,SLR064,STR_Rho,2022-06-05,174,M,Magenta,Fall,4.20,FALL_ACC,1
1400,SLR407,STR_Ala,2021-03-16,1200,L,Gold,Summer,2.90,SUM_CLT,1
1582,SLR005,STR_Ver,2021-07-03,650,M,Olive,Winter,2.90,WIN_CLT,1
1306,SLR349,STR_Okl,2022-10-01,3825,M,Teal,Spring,2.70,SPR_CLT,1
1226,SLR057,STR_Mar,2022-09-15,464,L,Violet,Spring,4.50,SPR_ACC,1
1047,SLR347,STR_Flo,2021-05-30,1360,M,Blue,Summer,2.70,SUM_ACC,1
1392,SLR197,STR_Del,2023-04-27,1118,S,Teal,Summer,4.20,SUM_ACC,1
1285,SLR116,STR_Mar,2023-11-04,1325,L,Gold,Summer,3.30,SUM_CLT,1
1352,SLR216,STR_Uta,2022-06-10,1092,M,Maroon,Spring,4.70,SPR_CLT,1
1596,SLR050,STR_Ken,2023-01-28,4608,M,Olive,Winter,2.60,WIN_OTW,1
1156,SLR178,STR_Min,2023-05-26,1944,XL,Blue,Summer,3.30,SUM_FTW,1
1593,SLR398,STR_Pen,2021-05-25,2976,L,Maroon,Summer,2.60,SUM_FTW,1
1393,SLR191,STR_Ver,2023-07-02,1260,S,Olive,Spring,3.10,SPR_CLT,1
1097,SLR388,STR_Rho,2021-11-10,1000,M,Turquoise,Summer,4.10,SUM_CLT,1
1188,SLR086,STR_Nor,2023-04-11,1664,S,Peach,Spring,4.40,SPR_OTW,1
1357,SLR092,STR_Ham,2023-05-03,2185,M,Charcoal,Winter,4.50,WIN_ACC,1
1233,SLR150,STR_Pen,2022-12-05,1230,L,Pink,Spring,3.70,SPR_CLT,1
1087,SLR068,STR_Lin,2023-04-03,1643,M,Green,Fall,3.70,FALL_FTW,1
1268,SLR316,STR_Nev,2022-03-25,940,M,Orange,Fall,3.50,FALL_CLT,1
1612,SLR185,STR_Mis,2023-05-03,3984,XL,Pink,Fall,3.60,FALL_OTW,1
1243,SLR207,STR_Geo,2021-12-08,1248,L,Violet,Summer,2.90,SUM_ACC,1
1012,SLR084,STR_Ohi,2021-12-06,1584,S,Green,Winter,4.60,WIN_ACC,1
1301,SLR009,STR_Okl,2023-12-19,4176,M,Olive,Winter,4.40,WIN_OTW,1
1202,SLR186,STR_Ind,2022-08-28,1612,M,Purple,Fall,4.50,FALL_CLT,1
1087,SLR103,STR_Con,2021-12-19,912,S,Silver,Spring,4.60,SPR_CLT,1
1409,SLR262,STR_Jer,2023-09-13,3400,L,Pink,Fall,3.80,FALL_FTW,1
1551,SLR322,STR_Lin,2023-08-20,584,S,Gold,Spring,3.60,SPR_ACC,1
1296,SLR398,STR_Pen,2023-08-14,2852,M,Teal,Winter,4.80,WIN_FTW,1
1136,SLR073,STR_Ala,2021-03-04,3350,XL,Teal,Spring,2.60,SPR_CLT,1
1587,SLR390,STR_Nev,2021-01-11,1200,XL,Indigo,Summer,3.70,SUM_CLT,1
1290,SLR282,STR_Ham,2021-03-21,2254,M,Maroon,Fall,2.70,FALL_ACC,1
1630,SLR089,STR_Rho,2022-09-23,4420,XL,White,Spring,4.60,SPR_OTW,1
1555,SLR248,STR_Kan,2023-07-29,268,L,Violet,Winter,4.80,WIN_CLT,1
1628,SLR020,STR_Mic,2023-10-19,3115,L,Red,Winter,3.10,WIN_FTW,1
1247,SLR048,STR_Ind,2021-07-25,552,L,Pink,Spring,4.40,SPR_ACC,1
1241,SLR218,STR_Iow,2021-07-31,1920,M,Charcoal,Fall,3.60,FALL_ACC,1
1284,SLR253,STR_Rho,2021-09-23,1680,L,White,Summer,3.70,SUM_OTW,1
1342,SLR383,STR_Wyo,2021-08-06,2278,L,Olive,Winter,3.10,WIN_FTW,1
1505,SLR317,STR_Vir,2023-01-24,316,L,Purple,Spring,3.40,SPR_CLT,1
1108,SLR232,STR_Mex,2023-02-21,1700,M,Violet,Spring,2.60,SPR_CLT,1
1566,SLR171,STR_Vir,2021-11-12,520,M,Black,Summer,3.10,SUM_ACC,1
1109,SLR022,STR_Mon,2021-04-23,450,L,Purple,Summer,4.10,SUM_ACC,1
1280,SLR296,STR_Mai,2023-06-06,520,M,Red,Spring,4.30,SPR_ACC,1
1654,SLR411,STR_Uta,2021-07-27,1404,L,Maroon,Winter,3.10,WIN_ACC,1
1255,SLR372,STR_Wyo,2023-03-21,4940,S,Blue,Summer,3.70,SUM_OTW,1
1567,SLR380,STR_Yor,2022-05-22,1128,M,Gray,Spring,3.80,SPR_CLT,1
1579,SLR018,STR_Mic,2023-07-27,2666,S,Blue,Spring,3.40,SPR_FTW,1
1651,SLR022,STR_Mon,2022-09-14,864,L,Yellow,Summer,4.60,SUM_FTW,1
1485,SLR331,STR_Wis,2023-08-30,1170,L,Orange,Fall,4.80,FALL_CLT,1
1627,SLR262,STR_Jer,2021-05-06,3952,M,Orange,Fall,4.30,FALL_OTW,1
1231,SLR348,STR_Min,2023-12-04,2184,L,Red,Summer,3.10,SUM_ACC,1
1291,SLR269,STR_Mas,2023-08-24,1080,M,Olive,Winter,4.20,WIN_CLT,1
1229,SLR089,STR_Rho,2022-05-12,800,L,Brown,Spring,4.80,SPR_ACC,1
1449,SLR403,STR_Ver,2021-07-14,2314,L,Brown,Fall,3.10,FALL_CLT,1
1280,SLR106,STR_Vir,2023-03-24,2236,M,Gray,Spring,3.10,SPR_CLT,1
1544,SLR251,STR_Was,2021-12-10,810,M,Indigo,Winter,3.60,WIN_CLT,1
1218,SLR209,STR_Neb,2023-09-08,540,L,Pink,Spring,3.90,SPR_CLT,1
1180,SLR078,STR_Ind,2023-04-25,2314,M,Gray,Winter,4.80,WIN_CLT,1
1599,SLR143,STR_Ind,2023-12-19,512,M,Gold,Spring,4.70,SPR_ACC,1
1292,SLR258,STR_Mon,2022-12-17,1675,XL,Olive,Summer,4.20,SUM_CLT,1
1297,SLR218,STR_Iow,2023-10-04,624,L,Violet,Fall,3.70,FALL_ACC,1
1352,SLR118,STR_Ark,2022-08-07,348,L,Indigo,Summer,3.90,SUM_CLT,1
1053,SLR076,STR_Wes,2023-05-20,1160,M,Orange,Fall,4.70,FALL_ACC,1
1535,SLR257,STR_Ind,2022-09-03,1690,M,Violet,Winter,2.50,WIN_CLT,1
1457,SLR309,STR_Sou,2021-07-05,2444,L,Gray,Fall,4.90,FALL_ACC,1
1598,SLR186,STR_Ind,2023-10-10,2187,M,Purple,Fall,4.10,FALL_FTW,1
1499,SLR090,STR_Mai,2023-12-18,1720,M,White,Winter,3.30,WIN_CLT,1
1220,SLR176,STR_Mic,2022-08-09,1462,M,Turquoise,Spring,4.70,SPR_FTW,1
1156,SLR231,STR_Ska,2023-03-30,348,M,Maroon,Winter,4.40,WIN_CLT,1
1599,SLR343,STR_Mis,2021-05-03,4940,M,White,Fall,3.80,FALL_OTW,1
1035,SLR402,STR_Mas,2023-12-01,420,L,Yellow,Fall,3.90,FALL_CLT,1
1383,SLR190,STR_Wyo,2021-07-17,368,M,Turquoise,Fall,4.90,FALL_ACC,1
1317,SLR063,STR_Lou,2023-01-01,2784,L,Violet,Fall,3.10,FALL_OTW,1
1623,SLR311,STR_Wis,2021-10-07,2496,M,Beige,Fall,2.70,FALL_OTW,1
1192,SLR256,STR_Neb,2023-03-03,1333,M,Silver,Fall,3.20,FALL_FTW,1
1062,SLR352,STR_Tex,2022-09-26,2375,M,Teal,Fall,4.50,FALL_ACC,1
1431,SLR252,STR_Ari,2023-01-28,360,S,Black,Fall,3.10,FALL_CLT,1
1367,SLR133,STR_Cal,2022-11-26,1984,M,Purple,Summer,3.50,SUM_FTW,1
1439,SLR098,STR_Mai,2023-01-11,720,M,Gray,Fall,2.60,FALL_ACC,1
1269,SLR387,STR_Ore,2021-10-09,3420,M,White,Summer,3.20,SUM_CLT,1
1546,SLR227,STR_Ska,2023-03-20,3360,L,Cyan,Fall,4.90,FALL_FTW,1
1164,SLR008,STR_Ark,2023-07-06,1081,L,Turquoise,Fall,4.50,FALL_ACC,1
1259,SLR364,STR_Dak,2023-11-02,1275,S,Brown,Summer,4.30,SUM_CLT,1
1437,SLR398,STR_Pen,2021-01-16,1650,M,Maroon,Winter,3.20,WIN_CLT,1
1420,SLR177,STR_Mai,2021-04-03,2450,M,Charcoal,Fall,3.60,FALL_CLT,1
1132,SLR409,STR_Wis,2022-02-15,308,S,Olive,Spring,4.30,SPR_CLT,1
1461,SLR144,STR_Mon,2022-03-24,390,M,Lavender,Fall,3.10,FALL_CLT,1
1034,SLR214,STR_Min,2022-12-09,1768,S,Yellow,Fall,2.10,FALL_ACC,1
1619,SLR393,STR_Mex,2023-08-28,1095,XL,Teal,Fall,4.10,FALL_CLT,1
1202,SLR165,STR_Okl,2023-03-27,216,M,Charcoal,Fall,3.80,FALL_ACC,1
1555,SLR063,STR_Lou,2021-09-14,184,M,Orange,Summer,4.60,SUM_ACC,1
1639,SLR404,STR_Mis,2021-09-20,980,M,Olive,Fall,2.10,FALL_ACC,1
1370,SLR140,STR_Flo,2022-04-29,1702,M,Turquoise,Summer,2.10,SUM_ACC,1
1131,SLR140,STR_Flo,2021-06-25,804,M,Purple,Summer,3.40,SUM_CLT,1
1251,SLR399,STR_Ark,2021-10-15,1300,S,Purple,Spring,2.60,SPR_ACC,1
1580,SLR078,STR_Ind,2021-10-07,1200,S,Yellow,Winter,2.80,WIN_ACC,1
1559,SLR407,STR_Ala,2023-04-29,1054,XL,Indigo,Fall,3.10,FALL_FTW,1
1088,SLR255,STR_Kan,2022-08-31,216,M,Green,Fall,3.10,FALL_ACC,1
1284,SLR296,STR_Mai,2023-12-28,2480,M,Magenta,Summer,2.10,SUM_FTW,1
1234,SLR095,STR_Haw,2022-12-26,1440,S,Gold,Summer,3.30,SUM_OTW,1
1152,SLR068,STR_Lin,2021-04-04,375,M,Maroon,Fall,2.60,FALL_CLT,1
1577,SLR362,STR_Rho,2021-02-18,525,M,Blue,Summer,3.60,SUM_CLT,1
1127,SLR304,STR_Vir,2021-06-15,1675,M,Violet,Summer,3.90,SUM_ACC,1
1065,SLR135,STR_Lin,2022-10-18,1196,M,Turquoise,Fall,3.40,FALL_ACC,1
1047,SLR205,STR_Mon,2021-06-22,1085,L,Brown,Winter,3.50,WIN_FTW,1
1020,SLR120,STR_Ten,2023-01-24,4472,L,Violet,Fall,2.80,FALL_OTW,1
1047,SLR085,STR_Ohi,2023-06-08,1620,L,Black,Spring,2.70,SPR_ACC,1
1216,SLR221,STR_Ari,2022-06-25,1260,L,Magenta,Fall,3.70,FALL_CLT,1
1134,SLR315,STR_Ari,2021-03-11,516,L,Lavender,Fall,4.30,FALL_CLT,1
1344,SLR184,STR_Ore,2023-04-19,1085,M,Violet,Fall,4.90,FALL_FTW,1
1605,SLR231,STR_Ska,2022-05-14,2187,L,Green,Fall,3.30,FALL_FTW,1
1059,SLR013,STR_Vir,2023-06-29,2745,M,Beige,Summer,4.70,SUM_CLT,1
1089,SLR109,STR_Ore,2022-06-16,768,XL,Purple,Summer,2.80,SUM_ACC,1
1259,SLR342,STR_Wis,2021-01-21,348,XL,Beige,Spring,3.60,SPR_CLT,1
1287,SLR046,STR_Flo,2022-09-13,1122,L,Cyan,Spring,2.10,SPR_FTW,1
1585,SLR281,STR_Lou,2022-06-04,640,XL,Silver,Summer,4.50,SUM_CLT,1
1381,SLR080,STR_Lin,2022-12-31,1120,S,Lavender,Summer,2.90,SUM_ACC,1
1220,SLR269,STR_Mas,2023-12-25,2914,S,Purple,Spring,3.30,SPR_FTW,1
1381,SLR033,STR_Jer,2022-06-14,1590,M,Pink,Spring,3.10,SPR_CLT,1
1185,SLR271,STR_Min,2023-10-15,1640,M,Maroon,Fall,4.40,FALL_CLT,1
1132,SLR383,STR_Wyo,2022-10-12,3640,XL,Beige,Fall,2.10,FALL_OTW,1
1599,SLR304,STR_Vir,2023-10-28,1976,M,Gray,Fall,3.90,FALL_ACC,1
1598,SLR166,STR_Haw,2022-11-24,899,L,Turquoise,Summer,2.90,SUM_FTW,1
1522,SLR328,STR_Mar,2022-07-08,600,S,Silver,Fall,2.10,FALL_ACC,1
1377,SLR313,STR_Nev,2022-12-28,1880,M,Olive,Spring,3.10,SPR_ACC,1
1520,SLR217,STR_Nor,2023-10-05,1200,M,Magenta,Fall,4.30,FALL_OTW,1
1098,SLR066,STR_Mai,2021-04-08,3080,M,Lavender,Summer,3.90,SUM_FTW,1
1016,SLR250,STR_Jer,2023-01-14,1248,M,Black,Fall,3.20,FALL_ACC,1
1165,SLR248,STR_Kan,2023-10-15,1125,M,Turquoise,Winter,4.80,WIN_ACC,1
1532,SLR144,STR_Mon,2023-03-28,1898,XL,Green,Summer,3.80,SUM_ACC,1
1580,SLR076,STR_Wes,2023-10-06,1525,S,Teal,Summer,3.30,SUM_CLT,1
1324,SLR339,STR_Ind,2021-10-01,440,S,Beige,Fall,4.30,FALL_CLT,1
1320,SLR235,STR_Mas,2021-05-16,988,L,Magenta,Spring,2.70,SPR_ACC,1
1147,SLR181,STR_Mai,2021-04-26,608,S,Yellow,Fall,3.20,FALL_ACC,1
1164,SLR212,STR_Ham,2023-11-30,3400,M,Yellow,Fall,3.10,FALL_FTW,1
1213,SLR237,STR_Ari,2022-03-23,960,M,Silver,Winter,2.10,WIN_CLT,1
1367,SLR301,STR_Con,2023-01-08,1100,L,Silver,Summer,4.20,SUM_CLT,1
1654,SLR143,STR_Ind,2023-06-27,728,M,Silver,Summer,2.90,SUM_ACC,1
1447,SLR245,STR_Cal,2023-10-30,456,M,Gold,Spring,4.10,SPR_CLT,1
1456,SLR182,STR_Col,2021-02-28,2619,S,Olive,Winter,3.20,WIN_FTW,1
1611,SLR106,STR_Vir,2022-10-16,1056,L,Teal,Fall,2.10,FALL_OTW,1
1381,SLR348,STR_Min,2022-04-14,1104,L,Maroon,Fall,4.20,FALL_CLT,1
1136,SLR318,STR_Was,2021-04-19,1680,L,Blue,Fall,4.20,FALL_ACC,1
1335,SLR323,STR_Pen,2021-10-06,1860,L,Peach,Fall,4.40,FALL_ACC,1
1277,SLR104,STR_Cal,2021-03-27,2400,L,Blue,Summer,4.20,SUM_OTW,1
1162,SLR250,STR_Jer,2023-07-14,1024,S,Orange,Spring,2.80,SPR_ACC,1
1439,SLR194,STR_Sip,2022-07-14,915,L,Yellow,Spring,3.70,SPR_CLT,1
1464,SLR024,STR_Ska,2023-10-31,1104,M,Purple,Winter,3.50,WIN_ACC,1
1249,SLR008,STR_Ark,2021-12-24,900,S,Magenta,Spring,2.90,SPR_CLT,1
1412,SLR187,STR_Tex,2021-12-19,528,M,Cyan,Spring,2.10,SPR_ACC,1
1091,SLR265,STR_Ham,2021-07-20,1938,S,Indigo,Spring,3.70,SPR_FTW,1
1088,SLR400,STR_Wis,2021-07-16,1768,XL,Magenta,Summer,4.40,SUM_ACC,1
1255,SLR027,STR_Wes,2023-03-17,752,XL,Gray,Spring,4.50,SPR_ACC,1
1541,SLR087,STR_Pen,2022-01-01,1845,M,Turquoise,Spring,4.80,SPR_CLT,1
1195,SLR187,STR_Tex,2023-05-23,332,S,Beige,Summer,2.90,SUM_CLT,1
1020,SLR317,STR_Vir,2023-08-01,1056,M,Olive,Spring,3.20,SPR_OTW,1
1276,SLR085,STR_Ohi,2023-09-20,2294,L,Violet,Spring,3.30,SPR_FTW,1
1084,SLR340,STR_Vir,2022-03-18,4500,M,Turquoise,Winter,4.20,WIN_CLT,1
1642,SLR400,STR_Wis,2023-05-26,316,M,White,Spring,2.90,SPR_CLT,1
1440,SLR042,STR_Yor,2021-07-08,756,S,Silver,Spring,4.60,SPR_FTW,1
1278,SLR142,STR_Ill,2023-10-30,1408,L,Olive,Fall,4.10,FALL_ACC,1
1082,SLR272,STR_Ken,2021-12-21,520,M,Blue,Spring,3.10,SPR_CLT,1
1096,SLR217,STR_Nor,2023-02-15,675,L,Purple,Winter,4.20,WIN_ACC,1
1584,SLR167,STR_Del,2022-09-20,2158,XL,Yellow,Fall,4.50,FALL_CLT,1
1185,SLR400,STR_Wis,2021-06-20,312,S,Silver,Summer,3.70,SUM_ACC,1
1460,SLR230,STR_Mex,2023-11-20,2047,M,Cyan,Winter,3.70,WIN_ACC,1
1392,SLR336,STR_Dak,2023-03-11,3536,L,Green,Winter,3.40,WIN_OTW,1
1560,SLR030,STR_Mic,2022-02-18,2250,M,Beige,Summer,2.10,SUM_CLT,1
1502,SLR114,STR_Ten,2023-10-30,408,M,Peach,Fall,4.20,FALL_CLT,1
1180,SLR263,STR_Jer,2022-09-05,2295,L,Yellow,Summer,2.90,SUM_CLT,1
1154,SLR094,STR_Wis,2022-03-03,1170,XL,Turquoise,Winter,3.50,WIN_CLT,1
1403,SLR014,STR_Col,2023-01-29,2640,M,Peach,Winter,4.10,WIN_CLT,1
1334,SLR343,STR_Mis,2022-06-23,4420,L,Gray,Summer,4.30,SUM_OTW,1
1266,SLR206,STR_Ida,2023-11-11,2500,M,Olive,Winter,2.80,WIN_ACC,1
1293,SLR371,STR_Mar,2023-11-06,252,S,Indigo,Spring,4.90,SPR_ACC,1
1447,SLR390,STR_Nev,2023-03-05,1431,L,Charcoal,Summer,3.30,SUM_FTW,1
1281,SLR065,STR_Pen,2023-08-04,1978,XL,Beige,Spring,3.20,SPR_ACC,1
1496,SLR360,STR_Tex,2021-10-15,1716,XL,Brown,Spring,4.40,SPR_CLT,1
1097,SLR398,STR_Pen,2023-04-05,600,M,Blue,Winter,4.80,WIN_ACC,1
1078,SLR234,STR_Ari,2022-01-16,940,S,Teal,Fall,4.20,FALL_ACC,1
1556,SLR048,STR_Ind,2021-01-16,300,L,Black,Fall,3.10,FALL_CLT,1
1189,SLR292,STR_Nev,2023-05-08,1020,XL,Gold,Winter,2.50,WIN_ACC,1
1236,SLR411,STR_Uta,2023-01-13,615,M,Violet,Summer,3.90,SUM_CLT,1
1290,SLR168,STR_Ska,2022-04-22,2555,L,Cyan,Winter,4.90,WIN_FTW,1
1385,SLR013,STR_Vir,2022-03-06,966,M,White,Winter,3.50,WIN_ACC,1
1325,SLR376,STR_Col,2023-04-17,320,M,Charcoal,Spring,4.20,SPR_ACC,1
1491,SLR087,STR_Pen,2023-04-17,750,XL,Violet,Spring,4.70,SPR_ACC,1
1565,SLR146,STR_Flo,2021-03-17,1060,M,Red,Summer,4.50,SUM_ACC,1
1483,SLR251,STR_Was,2021-03-11,592,S,Lavender,Spring,2.80,SPR_ACC,1
1259,SLR035,STR_Jer,2022-06-29,2850,M,Gold,Fall,2.90,FALL_CLT,1
1286,SLR055,STR_Iow,2023-01-03,1482,S,Red,Winter,3.20,WIN_ACC,1
1201,SLR197,STR_Del,2023-01-09,3850,L,Magenta,Winter,4.90,WIN_CLT,1
1193,SLR096,STR_Dak,2023-05-26,1800,M,Teal,Summer,3.70,SUM_CLT,1
1001,SLR366,STR_Con,2022-07-12,690,M,Purple,Summer,4.30,SUM_CLT,1
1341,SLR195,STR_Ill,2023-05-05,3510,S,Charcoal,Fall,3.90,FALL_CLT,1
1006,SLR347,STR_Flo,2023-11-14,1180,M,Gray,Spring,3.20,SPR_ACC,1
1625,SLR390,STR_Nev,2021-03-13,1875,L,White,Summer,3.10,SUM_ACC,1
1007,SLR342,STR_Wis,2021-12-04,1404,M,Olive,Spring,3.90,SPR_CLT,1
1109,SLR286,STR_Sip,2021-10-02,1302,M,Charcoal,Spring,2.60,SPR_FTW,1
1197,SLR319,STR_Ind,2022-08-26,880,M,Charcoal,Winter,3.30,WIN_CLT,1
1185,SLR229,STR_Del,2022-03-22,2600,XL,Orange,Fall,4.60,FALL_CLT,1
1293,SLR241,STR_Tex,2023-10-30,1587,XL,Yellow,Summer,4.60,SUM_ACC,1
1548,SLR156,STR_Flo,2023-03-22,650,M,Beige,Summer,4.40,SUM_ACC,1
1494,SLR312,STR_Iow,2021-11-16,1716,S,Silver,Spring,4.20,SPR_OTW,1
1191,SLR207,STR_Geo,2023-03-17,800,M,Indigo,Spring,2.10,SPR_ACC,1
1076,SLR108,STR_Ham,2022-10-08,1700,XL,Lavender,Winter,3.10,WIN_ACC,1
1140,SLR326,STR_Pen,2022-04-24,360,XL,Turquoise,Fall,3.50,FALL_CLT,1
1484,SLR302,STR_Ohi,2021-09-22,435,M,Green,Winter,2.10,WIN_CLT,1
1521,SLR366,STR_Con,2022-04-02,2470,M,Orange,Spring,3.70,SPR_CLT,1
1535,SLR152,STR_Ohi,2021-10-29,2346,L,Turquoise,Summer,3.10,SUM_FTW,1
1428,SLR089,STR_Rho,2021-05-17,1863,S,Cyan,Fall,4.20,FALL_FTW,1
1613,SLR156,STR_Flo,2021-08-13,366,XL,Charcoal,Spring,2.50,SPR_ACC,1
1241,SLR343,STR_Mis,2023-07-28,1128,M,Teal,Summer,2.10,SUM_CLT,1
